위치,조항,제목,내용
서울대학교 전과(부) 규정,5,허용범위,"① 전과를 허용하는 범위는 다음 각 호와 같다.[개정 2018. 6. 15.] 1. 사범대학은 사범대학 내의 각 학과 [개정 2018. 6. 15.] 2. 사범대학 이외의 학과는 사범대학 이외의 각 학과. 다만, 의과대학, 수의과대학 및 간호대학으로의 전입은 제 외한다.[개정 2002. 1. 7., 2010. 7. 21., 2018. 6. 15.]  ② 전출 및 전입 인원은 각각 모집단위별 입학정원의 100분의 20 이내에서 총장의 승인을 받아 대학장이 따로 정할 수 있다. 다만, 약학대학 전입 인원은 편입학 인원을 포함하여 약학대학 입학정원을 초과할 수 없다.[개정 2002. 1. 7., 2018. 6. 15.] ③ 제1항과 제2항에도 불구하고  전공을 예약하고 입학한 학생,  편입학한 학생 및 치의학대학원 학사·전문석사 통합과정 학사과정 학생(학사·전문석사통합과정 중도포기 또는 탈락자를 포함한다)은 전과를 할 수 없다.[신설 2010. 7. 21.][개정 2018. 6. 15.]"
서울대학교 전과(부) 규정,6,원서제출,"① 소속 대학 이외의 대학으로 전과를 하고자 하는 학생은 소속 대학장의 승인을 받아 전과 지원서 에 성적증명서 등 정해진 서류를 첨부하여 지원 대학장에게 제출하여야 한다.[개정 2002. 1. 7., 2018. 6. 15.] ② 소속 대학 내에서 전과를 하고자 하는 학생은 소속 학과(부)장의 승인을 받아 전과 지원서에 성적증명서 등 정 해진 서류를 첨부하여 소속 대학장에게 제출하여야 한다.[개정 2018. 6. 15.] ③ 제1항과 제2항에 따라 전과를 하고자 하는 학생은 한 개의 학과를 정하여 지원하여야 하며, 이중으로 지원한 경우에는 지원 전부를 무효로 한다.[신설 2018. 6. 15.]"
서울대학교 전과(부) 규정,7,선발 및 승인,"학생의 전입 지원을 받은 대학장은 정해진 전형을 거쳐 대상자를 선발하여 총장의 승인을 받아 야 한다.[개정 2018. 6. 15., 2022. 9. 29.]"
서울대학교 전과(부) 규정,8,학적사항 등,"전과한 학생의 재학연한 등 학적사항은 전과 이전의 것을 통산한다. 다만, 약학대학으로 전입한 학생의 전과 이전의 재학연한은 통산하지 않는다.[개정 2010. 7. 21., 2018. 6. 15.]법제처                                                            2                                                       국가법령정보센터  서울대학교 전과(부) 규정"
서울대학교 전과(부) 규정,9,교과이수,전과한 후의 교과목 이수에 관하여는 전입한 학과의 교과이수 원칙에 따른다.[개정 2018. 6. 15.]
서울대학교 전과(부) 규정,10,세부사항,"이 규정에서 명시되지 않은 전과에 관한 세부사항은 따로 정할 수 있다.[개정 2018. 6. 15.]    부칙 <제562호,1981.7.3>  ①(시행일) 이 규정은 1981년 3월 1일부터 적용한다. ②(경과조치) 이 규정은 1981학년도 이후 입학자로부터 적용한다.    부칙 <제619호,1983.12.31>  ①(시행일) 이 규정은 1984년 2월 1일부터 시행한다. ②(경과조치) 이 개정규정은 1981학년도 이후 입학자로부터 적용한다.    부칙 <제732호,1988.10.22>  ①(시행일) 이 개정규정은 공포한 날로부터 시행한다. ②(경과조치) 1989학년도까지의 전학, 전과 여석은 제2학년말 학과(전공포함)별 기준졸업정원의 결원을 말한다.    부칙 <제1037호,1997.2.25>  이 규정은 공포한 날부터 시행한다.    부칙 <제1113호,1999.1.12>  이 규정은 공포한 날부터 시행한다.    부칙 <제1216호,2002.1.7>  이 규정은 공포한 날부터 시행한다.    부칙 <제1716호,2009.1.6>  이 규정은 공포한 날부터 시행한다.  법제처                                                            3                                                       국가법령정보센터  서울대학교 전과(부) 규정  부칙 <제1786호,2010.7.21>  이 규정은 공포한 날부터 시행한다. 다만, 제4조 및 제8조의 개정 규정은 2011년 3월 1일부터 적용한다.    부칙 <제1869호,2012.7.12>  이 규정은 공포한 날부터 시행한다.    부칙 <제1985호,2015.2.6>"
서울대학교 전과(부) 규정,1,시행일,"이 학칙은 공포한 날부터 시행한다. 다만, 별표2 「학사과정 모집단위별 2015학년도 입학정원」 및 별 표3 「대학원 과정 학과(부)·전공 및 2015학년도 입학정원」은 2015년 3월 1일부터 시행한다."
서울대학교 전과(부) 규정,2,경과조치,제108조제3항 개정규정은 2014학년도 2학기부터 적용한다.
서울대학교 전과(부) 규정,3,다른 규정의 개정,"「서울대학교 전과(부) 규정」 제3조제2항 중 ""66학점""을 ""65학점""으로 한다.    부칙 <제2114호,2018.6.15>  이 규정은 공포한 날부터 시행한다.    부칙 <제2388호,2022.9.29>"
서울대학교 전과(부) 규정,1,시행일,이 규정은 공포한 날부터 시행한다.
서울대학교 유급 규정,1,목적,이 규정은 「서울대학교 학칙」 제109조에 따라 유급에 관한 세부사항을 규정함을 목적으로 한다.
서울대학교 유급 규정,2,적용범위,"유급은 다음 각 호 중 어느 하나에 소속된 학생에게 적용한다. 1. 학사과정 : 의과대학 의학과(학사·석사 연계과정의 학사과정 졸업예정자 제외), 수의과대학 수의학과(학사·석사 연계과정의 학사과정 졸업예정자 제외) 및 약학대학(약학계열 2학년 이상, 약학과, 제약학과)[개정 2021. 10. 5.]  2. 석사과정 : 치의학대학원(학사·전문석사통합과정의 학사과정은 제외한다), 의학대학원, 법학전문대학원"
서울대학교 유급 규정,3,대상,"유급대상자는 학년말 성적이 다음 각 호의 어느 하나에 해당하는 학생으로 한다. 1. 수의과대학 수의학과 : 평점평균이 2.0 미만이거나 취득학점 중 “F”성적이 있는 학생 2. 의과대학 의학과, 의학대학원, 치의학대학원 : 평점평균이 2.0 미만이거나 취득학점 중 “F”또는 “U”성적이 있는 학생  3. 법학전문대학원 : 평점 평균이 2.25 이하이거나 3개 교과목 또는 6학점 이상의 성적이 “F” 또는 “U”인 학생[개 정 2023. 9. 1.]  4. 약학대학 : 학년 말 전공과목 성적 평점평균이 1.7 미만이거나, 취득학점 중 6학점 이상의 성적이 “F”또는“U”인 학생[개정 2021. 10. 5.]    제3조의2(법학전문대학원의 특칙) ① 학년의 기준은 학생별 연속 2개 학기(계절수업은 제외한다. 이하 이 항에서 같 다)로 하며, 휴학하는 경우에는 그 직전의 학기와 복학한 학기는 연속되는 것으로 본다.  ② 유급대상자 선정을 위한 성적산출 시 계절수업에서 취득한 성적을 포함하며, 외국대학에서 취득한 성적과 학 사과정 및 외국어 진행강의 교과목 성적은 포함하지 아니한다. ③ 제2항에 따른 계절수업 성적의 산입에 관하여는 총장의 승인을 받아 법학전문대학원장이 따로 정한다."
서울대학교 유급 규정,4,기간,유급의 기간은 1년으로 한다.
서울대학교 유급 규정,5,재수강,"① 유급된 경우에는 해당 학년에서 이수한 교과목 중 성적이 “C＋”이하(의과대학 의학과, 의학대학원, 치의학대학원 및 약학대학은 성적이 “U”인 것을 포함한다)인 것은 이를 재수강하여야 하며, 취득한 성적 중 가장 높은 성적을 유효로 한다. 다만, “B－”이상의 성적을 취득한 교과목도 재수강의 필요가 있다고 학(원)장이 인정될 때에는 이를 재수강하게 할 수 있다.[개정 2021. 10. 5., 2023. 9. 1.] ② 제1항의 규정에도 불구하고 법학전문대학원 학생이 유급된 경우, 해당학년에서 이수한 교과목 중 성적이 “B0”이하 또는“U”인 것은 무효로 한다. 이 경우 성적이 “B＋”이상 또는 “S”, “S+”인 교과목을 제외하고 정해진 교 과목을 이수하여야 한다."
서울대학교 유급 규정,6,학적부 등재,유급은 학적부에 등재한다.
서울대학교 유급 규정,7,시행세칙,"이 규정시행에 필요한 세부사항은 총장이 따로 정할 수 있다.  법제처                                                            2                                                       국가법령정보센터  서울대학교 유급 규정  부칙 <제325호,1975.7.26>  ①(시행일) 본 규정은 1975학년도 제1학기부터 시행한다. ②(경과조치) 본 규정 시행 전에 취득한 성적, 유급 및 학사징계는 본 규정에 의하여 시행한 것으로 본다.    부칙 <제469호,1977.9.5>  이 규정은 1977년 9월 5일부터 시행한다.    부칙 <제503호,1979.3.1>  ①(시행일) 이 규정은 1979년 3월 1일부터 시행한다. ②(경과조치) 이 규정 시행 이후 의과대학 2학년 및 4학년부터 재학하는 자는 1년간의 성적으로 유급을 사정한다.    부칙 <제580호,1982.6.7>  이 규정은 1982년 9월 1일부터 시행한다.    부칙 <제620호,1983.12.31>  ①(시행일) 이 개정규정은 1984년 3월 1일부터 시행한다. ②(경과조치) 이 개정규정중 제2조 제2호, 제3조 제2항, 제4조 제2항 및 제5조 제2항의 규정은 1981학년도 이후 입학 자로부터 적용한다.    부칙 <제703호,1987.9.22>  이 규정은 공포한 날로부터 시행한다.    부칙 <제727호,1988.9.21>  이 개정규정은 공포한 날로부터 시행한다.    부칙 <제804호,1990.5.4>  이 규정은 공포한 날부터 시행한다.  법제처                                                            3                                                       국가법령정보센터  서울대학교 유급 규정  부칙 <제1142호,1999.12.10>  이 규정은 2000학년도 본과 제1학년 진입생부터 적용한다.    부칙 <제1170호,2001.2.1>  이 규정은 공포한 날부터 시행한다.    부칙 <제1481호,2005.2.28>  이 규정은 2005학년도 1학기부터 시행한다.    부칙 <제1512호,2005.9.26>  이 규정은 2006년 3월 1일부터 시행하되, 2006학년도 입학생부터 적용한다.    부칙 <제1754호,2009.9.25>  이 규정은 공포한 날부터 시행한다.    부칙 <제1826호,2011.7.15>  이 규정은 공포한 날부터 시행한다. 다만, 제3조, 제3조의2, 제5조의 개정 규정은 2011년 3월 1일부터 적용한다.    부칙 <제1869호,2012.7.12>  이 규정은 공포한 날부터 시행한다.    부칙 <제1998호,2015.6.16>  이 규정은 공포한 날부터 시행한다.    부칙 <제2115호,2018.6.15>  이 규정은 공포한 날부터 시행한다.  법제처                                                            4                                                       국가법령정보센터  서울대학교 유급 규정  부칙 <제2143호,2019.3.7>"
서울대학교 유급 규정,1,시행일,이 규정은 공포한 날부터 시행한다.
서울대학교 유급 규정,2,적용례,"제3조제2호 및 제5조제1항의 개정규정은 2019학년도 치의학대학원 전문석사과정 입학(진입)생부터 적용한다.    부칙 <제2189호,2019.8.22>"
서울대학교 유급 규정,1,시행일,이 규정은 공포한 날부터 시행한다.
서울대학교 유급 규정,2,적용례,"제3조제1호의 개정규정은 2020학년도 수의과대학 학사과정 본과 진입생부터 적용한다.    부칙 <제2204호,2019.12.26>  이 규정은 공포한 날부터 시행하되, 제3조제3호의 개정규정은 2020학년도 제1학기부터 적용한다.    부칙 <제2317호,2021.10.5>"
